QUOTE_DATE,UNDERLYING_LAST,EXPIRE_DATE,EXPIRE_UNIX,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,C_SIZE,C_BID,C_ASK,STRIKE,STRIKE_DISTANCE,STRIKE_DISTANCE_PCT,Percentage Change C_LAST,Percentage Change UNDERLYING_LAST,Percentage Gain C_LAST,Percentage Gain UNDERLYING_LAST,Days to Max C_LAST,Days to Max UNDERLYING_LAST
2017-07-05,144.09,2019-01-18,1547845200,562.04,0.12922,0.00479,0.37789,-0.00816,0.247,0.24727,100.0,2.6, 91 x 30,2.41,2.66,210.0,65.9,0.457,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-07-06,142.72,2019-01-18,1547845200,561.04,0.12662,0.00467,0.36824,-0.00823,0.23852,0.24939,14.0,2.45, 25 x 10,2.41,2.52,210.0,67.3,0.471,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-07-25,152.77,2019-01-18,1547845200,542.04,0.17072,0.0055,0.4724,-0.00988,0.32889,0.24708,48.0,3.75, 30 x 21,3.54,3.85,210.0,57.2,0.375,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-07-26,153.5,2019-01-18,1547845200,541.04,0.17192,0.0055,0.4762,-0.01019,0.33245,0.24495,5.0,3.85, 35 x 9,3.6,3.86,210.0,56.5,0.368,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-07-31,148.77,2019-01-18,1547845200,536.04,0.14462,0.0051,0.4095,-0.00923,0.26992,0.24533,10.0,2.89, 240 x 159,2.74,3.05,210.0,61.2,0.412,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-08-02,157.15,2019-01-18,1547845200,534.04,0.1821,0.00579,0.50112,-0.01033,0.35554,0.23839,966.0,3.96, 92 x 68,3.8,4.1,210.0,52.8,0.336,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-08-03,155.51,2019-01-18,1547845200,533.04,0.17206,0.00563,0.47917,-0.01007,0.33349,0.23925,23.0,3.7, 516 x 1,3.5,3.85,210.0,54.5,0.35,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-08-04,156.34,2019-01-18,1547845200,532.04,0.18027,0.00574,0.49542,-0.01037,0.34888,0.24153,9.0,4.05, 1 x 248,3.8,4.05,210.0,53.7,0.343,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-08-07,158.79,2019-01-18,1547845200,529.04,0.19207,0.00589,0.52085,-0.01114,0.37317,0.24068,24.0,4.35, 440 x 14,4.15,4.4,210.0,51.2,0.323,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-08-23,159.99,2019-01-18,1547845200,513.04,0.2182,0.00608,0.55741,-0.01318,0.4097,0.25594,95.0,5.05, 13 x 512,5.14,5.4,210.0,50.0,0.313,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-08-24,159.28,2019-01-18,1547845200,512.04,0.21463,0.00599,0.55056,-0.01332,0.40195,0.25716,181.0,5.2, 25 x 1,5.1,5.25,210.0,50.7,0.318,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-10-13,157.01,2019-01-18,1547845200,462.04,0.17873,0.00585,0.46128,-0.0115,0.30423,0.2503,52.0,3.75, 67 x 469,3.65,3.89,210.0,53.0,0.337,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-10-16,159.87,2019-01-18,1547845200,459.04,0.19445,0.00608,0.49275,-0.01266,0.33343,0.24954,58.0,4.25, 10 x 85,4.15,4.35,210.0,50.1,0.314,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-10-19,155.98,2019-01-18,1547845200,456.04,0.17637,0.00585,0.45185,-0.01245,0.29411,0.2552,25.0,3.75, 201 x 13,3.65,3.85,210.0,54.0,0.346,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-10-20,156.25,2019-01-18,1547845200,455.04,0.17868,0.00579,0.45531,-0.01268,0.29678,0.25656,9.0,3.9, 151 x 233,3.71,3.95,210.0,53.8,0.344,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-11-03,172.48,2019-01-18,1547845200,441.04,0.27587,0.00695,0.6328,-0.01694,0.47945,0.25189,696.0,7.13, 41 x 10,7.04,7.15,210.0,37.5,0.218,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-11-06,174.32,2019-01-18,1547845200,438.0,0.28785,0.00707,0.65026,-0.0181,0.50202,0.2515,101.0,7.6, 60 x 15,7.5,7.6,210.0,35.7,0.205,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-11-07,174.79,2019-01-18,1547845200,437.0,0.29011,0.00705,0.65347,-0.01825,0.50502,0.25299,45.0,7.5, 39 x 47,7.6,7.76,210.0,35.2,0.201,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-11-08,176.22,2019-01-18,1547845200,436.0,0.29764,0.00714,0.6665,-0.01864,0.52054,0.25002,253.0,8.0, 6 x 5,7.91,8.0,210.0,33.8,0.192,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-11-15,169.09,2019-01-18,1547845200,429.0,0.25483,0.00688,0.58945,-0.01713,0.42858,0.25288,45.0,6.2, 102 x 158,6.11,6.35,210.0,40.9,0.242,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-11-16,171.1,2019-01-18,1547845200,428.0,0.27332,0.00706,0.61702,-0.0183,0.47269,0.25536,59.0,6.92, 36 x 198,6.85,7.04,210.0,38.9,0.227,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-12-08,169.37,2019-01-18,1547845200,406.0,0.23213,0.00709,0.54555,-0.01581,0.37548,0.24218,613.0,5.2, 23 x 358,5.1,5.3,210.0,40.6,0.24,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-12-18,176.42,2019-01-18,1547845200,396.0,0.28015,0.00754,0.61872,-0.01787,0.45454,0.2418,584.0,6.9, 108 x 543,6.65,7.0,210.0,33.6,0.19,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-12-19,174.54,2019-01-18,1547845200,395.0,0.2641,0.00743,0.59394,-0.0175,0.42566,0.24261,25.0,6.25, 388 x 536,6.15,6.4,210.0,35.5,0.203,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2017-12-27,170.6,2019-01-18,1547845200,387.0,0.23422,0.00718,0.53903,-0.01617,0.36373,0.24273,46.0,5.15, 292 x 458,5.05,5.36,210.0,39.4,0.231,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
2018-01-05,175.0,2019-01-18,1547845200,378.0,0.26303,0.00755,0.58169,-0.01824,0.40727,0.2427,131.0,6.0, 10 x 403,6.0,6.26,210.0,35.0,0.2,-99.47368421052632,8.871193070690149,0,63.84691427764439,No Gains,540 days
